"typeResult","idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
"team",22200380,"ATL",1610612737,"Hawks","Atlanta",240,29,12,21,62,19,15,19,48,4,5,18,18
"team",22200382,"PHI",1610612755,"76ers","Philadelphia",265,23,8,16,46,31,11,32,54,2,4,30,23
"team",22200382,"LAL",1610612747,"Lakers","Los Angeles",265,31,11,32,54,23,8,16,46,4,2,23,30
"team",22200377,"NYK",1610612752,"Knicks","New York",240,22,28,13,54,15,12,18,54,7,6,21,26
"team",22200377,"CHA",1610612766,"Hornets","Charlotte",240,15,12,18,54,22,28,13,54,6,7,26,21
"team",22200378,"WAS",1610612764,"Wizards","Washington",240,17,15,16,52,18,14,11,40,3,2,19,21
"team",22200378,"IND",1610612754,"Pacers","Indiana",240,18,14,11,40,17,15,16,52,2,3,21,19
"team",22200379,"TOR",1610612761,"Raptors","Toronto",240,20,11,26,40,8,7,11,50,5,4,17,27
"team",22200379,"ORL",1610612753,"Magic","Orlando",240,8,7,11,50,20,11,26,40,4,5,27,17
"team",22200381,"SAC",1610612758,"Kings","Sacramento",240,24,9,16,32,17,13,7,44,5,4,22,23
"team",22200381,"CLE",1610612739,"Cavaliers","Cleveland",240,17,13,7,44,24,9,16,32,4,5,23,22
"team",22200390,"OKC",1610612760,"Thunder","Oklahoma City",240,18,4,14,54,17,9,8,54,6,4,26,14
"team",22200390,"CLE",1610612739,"Cavaliers","Cleveland",240,17,9,8,54,18,4,14,54,4,6,14,26
"team",22200389,"WAS",1610612764,"Wizards","Washington",240,14,7,20,32,20,9,18,32,3,7,15,16
"team",22200389,"LAC",1610612746,"Clippers","LA",240,20,9,18,32,14,7,20,32,7,3,16,15
"team",22200392,"GSW",1610612744,"Warriors","Golden State",240,3,21,19,46,20,7,11,38,6,6,20,14
"team",22200392,"BOS",1610612738,"Celtics","Boston",240,20,7,11,38,3,21,19,46,6,6,14,20
"team",22200393,"UTA",1610612762,"Jazz","Utah",240,12,5,15,44,21,8,17,66,6,8,20,17
"team",22200393,"DEN",1610612743,"Nuggets","Denver",240,21,8,17,66,12,5,15,44,8,6,17,20
"team",22200391,"DAL",1610612742,"Mavericks","Dallas",240,9,9,10,54,14,8,27,50,4,5,17,17
"team",22200391,"CHI",1610612741,"Bulls","Chicago",240,14,8,27,50,9,9,10,54,5,4,17,17
"team",22200387,"SAS",1610612759,"Spurs","San Antonio",240,17,17,11,54,12,7,17,50,4,3,21,22
"team",22200387,"MIA",1610612748,"Heat","Miami",240,12,7,17,50,17,17,11,54,3,4,22,21
"team",22200388,"IND",1610612754,"Pacers","Indiana",240,26,12,17,42,26,37,25,72,3,3,27,24
"team",22200388,"BKN",1610612751,"Nets","Brooklyn",240,26,37,25,72,26,12,17,42,3,3,24,27
"team",22200394,"POR",1610612757,"Trail Blazers","Portland",240,18,22,11,46,14,4,10,56,4,4,24,21
"team",22200394,"MIN",1610612750,"Timberwolves","Minnesota",240,14,4,10,56,18,22,11,46,4,4,21,24
"team",22200396,"LAL",1610612747,"Lakers","Los Angeles",240,13,6,13,52,12,10,13,40,4,3,14,19
"team",22200396,"DET",1610612765,"Pistons","Detroit",240,12,10,13,40,13,6,13,52,3,4,19,14
"team",22200400,"CHI",1610612741,"Bulls","Chicago",265,17,11,14,64,23,16,6,56,6,6,21,22
"team",22200400,"ATL",1610612737,"Hawks","Atlanta",265,23,16,6,56,17,11,14,64,6,6,22,21
"team",22200398,"TOR",1610612761,"Raptors","Toronto",240,25,15,8,38,9,18,14,34,7,7,25,28
"team",22200398,"ORL",1610612753,"Magic","Orlando",240,9,18,14,34,25,15,8,38,7,7,28,25
"team",22200395,"PHX",1610612756,"Suns","Phoenix",265,25,21,11,64,27,7,19,70,5,3,24,26
"team",22200395,"NOP",1610612740,"Pelicans","New Orleans",265,27,7,19,70,25,21,11,64,3,5,26,24
"team",22200401,"MIL",1610612749,"Bucks","Milwaukee",240,12,12,14,36,18,12,16,56,6,8,12,17
"team",22200401,"HOU",1610612745,"Rockets","Houston",240,18,12,16,56,12,12,14,36,8,6,17,12
"team",22200397,"SAC",1610612758,"Kings","Sacramento",240,23,20,6,46,19,15,8,58,0,4,21,22
"team",22200397,"NYK",1610612752,"Knicks","New York",240,19,15,8,58,23,20,6,46,4,0,22,21
